R_fighter,B_fighter,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,weight_dif
Paddy Holohan,Shane Howell,1/18/2015,"Boston, Massachusetts, USA",USA,Red,False,Flyweight,MALE,3,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,0,18.0,0.46,0.5,1.5,0.25,1,4,0,0,0,0,0,1,0,1,Orthodox,177.8,175.26,125,26,31,0,0,-1,-1,0,-3,0,0,-1,-5.08,0.0,-5,-18.0,-0.5,-1.5,neither,U-DEC,blank,3.0,5:00,900.0,0
Johnny Case,Frankie Perez,1/18/2015,"Boston, Massachusetts, USA",USA,Red,False,Lightweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155,0,13.0,0.17,0.0,0.0,0.0,0,2,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,155,25,25,0,-1,-1,-1,0,-2,0,0,-1,2.54,2.54,0,-13.0,0.0,0.0,neither,KO/TKO,Punches,3.0,1:54,714.0,0
Charles Rosa,Sean Soriano,1/18/2015,"Boston, Massachusetts, USA",USA,Red,False,Featherweight,MALE,3,0,21.5,0.61,0.0,0.0,0.0,2,5,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,22.0,0.24,1.0,2.0,0.5,1,3,0,0,0,0,0,0,0,0,Switch,175.26,175.26,145,28,25,-1,0,0,0,-1,2,0,0,0,0.0,2.54,3,-0.5,-1.0,-2.0,neither,SUB,D'Arce Choke,3.0,4:43,883.0,0
Matt Van Buren,Sean O'Connell,1/18/2015,"Boston, Massachusetts, USA",USA,Blue,False,Light Heavyweight,MALE,3,0,62.0,0.54,1.0,0.0,0.0,2,4,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,0,2.0,0.2,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,Orthodox,195.58,193.04,205,28,31,-1,0,0,0,-1,3,-1,0,0,-10.16,-5.08,-3,60.0,1.0,0.0,neither,KO/TKO,Punches,3.0,2:11,731.0,0
Tateki Matsuda,Joby Sanchez,1/18/2015,"Boston, Massachusetts, USA",USA,Blue,False,Flyweight,MALE,3,0,20.0,0.23,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,0,41.0,0.36,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,28,23,0,0,0,0,0,0,0,0,0,-2.54,7.62,5,-21.0,0.0,0.0,neither,S-DEC,blank,3.0,5:00,900.0,-10
Jon Jones,Daniel Cormier,1/3/2015,"Las Vegas, Nevada, USA",USA,Red,True,Light Heavyweight,MALE,5,0,50.25,0.55,0.5,1.5,0.4,0,10,0,0,0,2,1,1,0,4,Orthodox,180.34,182.88,235,0,54.93,0.57,0.67,2.0,0.61,1,42,8,0,0,5,4,5,0,14,Orthodox,193.04,213.36,205,27,35,0,-7,-7,-10,1,-32,-8,-3,-4,-12.7,-30.48,-8,-4.68,-0.17,-0.5,Red,U-DEC,blank,5.0,5:00,1500.0,-30
Donald Cerrone,Myles Jury,1/3/2015,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,25.17,0.34,0.33,2.0,0.53,0,13,0,0,1,2,2,1,0,6,Orthodox,177.8,185.42,145,0,43.67,0.48,0.33,0.73,0.28,3,30,0,0,0,4,4,4,0,12,Orthodox,185.42,185.42,155,31,26,0,1,1,-6,3,-17,0,-2,-3,-7.62,0.0,5,-18.5,0.0,1.27,Red,U-DEC,blank,3.0,5:00,900.0,10
Brad Tavares,Nate Marquardt,1/3/2015,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,24.65,0.53,0.82,1.71,0.53,6,35,1,0,0,4,4,3,0,11,Orthodox,182.88,187.96,185,0,41.1,0.43,0.0,1.3,0.2,3,27,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,27,35,2,1,-1,4,-3,8,1,3,3,-2.54,0.0,-8,-16.45,0.82,0.41,Red,U-DEC,blank,3.0,5:00,900.0,0
Kyoji Horiguchi,Louis Gaudinot,1/3/2015,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,0,25.25,0.39,0.5,0.5,0.25,3,9,0,0,0,0,0,1,0,1,Orthodox,160.02,160.02,125,0,42.0,0.59,0.0,1.0,0.44,0,6,0,0,0,1,2,0,0,3,Orthodox,165.1,167.64,125,24,30,-2,-3,-2,-2,-3,3,0,-2,1,-5.08,-7.62,-6,-16.75,0.5,-0.5,Red,U-DEC,blank,3.0,5:00,900.0,0
Danny Castillo,Paul Felder,1/3/2015,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,51.0,0.6,0.0,1.0,1.0,0,3,0,0,1,0,0,0,0,1,Orthodox,180.34,177.8,155,0,32.55,0.5,0.27,2.64,0.37,4,29,0,0,1,4,2,0,0,7,Orthodox,175.26,180.34,155,35,30,1,1,-2,-6,4,-26,0,-2,0,5.08,-2.54,5,18.45,-0.27,-1.64,neither,KO/TKO,Spinning Back Fist,2.0,2:09,429.0,0
Marcus Brimage,Cody Garbrandt,1/3/2015,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,165.1,135,0,44.5,0.33,0.0,0.5,0.33,2,14,0,0,1,2,1,0,0,4,Southpaw,162.56,180.34,135,29,23,0,-1,-3,-4,2,-14,0,-1,0,10.16,-15.24,6,-44.5,0.0,-0.5,neither,KO/TKO,Punches,3.0,4:50,890.0,0
Shawn Jordan,Jared Cannonier,1/3/2015,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Switch,180.34,195.58,185,0,25.71,0.48,0.0,0.71,0.25,3,13,0,0,0,0,4,0,0,4,Southpaw,182.88,190.5,260,30,30,0,-1,-2,-4,3,-13,0,-4,0,-2.54,5.08,0,-25.71,0.0,-0.71,neither,KO/TKO,Punch,1.0,2:57,177.0,75
Evan Dunham,Rodrigo Damm,1/3/2015,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,49.83,0.39,0.33,0.5,0.21,3,16,0,0,1,1,0,1,0,3,Orthodox,170.18,180.34,155,0,54.69,0.37,0.92,1.23,0.32,6,31,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,33,34,1,0,-2,-4,3,-15,0,-2,0,-7.62,2.54,-1,-4.86,-0.59,-0.73,neither,U-DEC,blank,3.0,5:00,900.0,0
Omari Akhmedov,Mats Nilsson,1/3/2015,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,25.0,0.44,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,0,10.0,0.54,0.5,0.5,0.1,1,2,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,185,27,31,0,0,-1,-1,0,-1,0,-1,0,2.54,2.54,-4,15.0,-0.5,-0.5,neither,U-DEC,blank,3.0,5:00,900.0,15
Alexis Dufresne,Marion Reneau,1/3/2015,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,0,12.0,0.42,0.0,3.0,1.0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,135,24,37,1,0,0,0,1,-3,0,0,0,-7.62,0.0,-13,-12.0,0.0,-3.0,neither,U-DEC,blank,3.0,5:00,900.0,0
Lyoto Machida,CB Dollaway,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Red,False,Middleweight,MALE,5,0,21.64,0.47,0.64,2.07,0.48,5,27,1,0,1,4,2,2,0,9,Orthodox,187.96,193.04,185,0,32.44,0.53,0.44,0.78,0.34,5,49,5,0,1,6,5,1,0,13,Southpaw,185.42,187.96,185,36,31,1,2,-5,-4,0,-22,-4,-3,1,2.54,5.08,5,-10.8,0.2,1.29,Red,KO/TKO,Kick,1.0,1:02,62.0,0
Renan Barao,Mitch Gagnon,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Red,False,Bantamweight,MALE,3,0,22.2,0.42,1.6,1.0,0.37,1,9,0,0,0,1,0,3,0,4,Southpaw,165.1,165.1,135,0,52.12,0.38,0.25,1.25,0.16,1,24,5,0,0,3,2,2,0,7,Orthodox,167.64,177.8,135,27,30,1,4,-3,-3,0,-15,-5,-2,1,-2.54,-12.7,-3,-29.93,1.35,-0.25,Red,SUB,Arm Triangle,3.0,3:53,833.0,0
Antonio Carlos Junior,Patrick Cummins,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Blue,False,Light Heavyweight,MALE,3,0,37.67,0.5,0.33,4.33,0.39,1,6,0,0,0,1,1,0,0,2,Orthodox,187.96,193.04,205,0,19.0,0.27,1.0,5.0,0.83,0,3,1,0,0,1,0,0,0,1,Orthodox,187.96,200.66,185,24,34,0,1,1,1,-1,3,-1,1,0,0.0,-7.62,-10,18.67,-0.67,-0.67,neither,U-DEC,blank,3.0,5:00,900.0,-20
Elias Silverio,Rashid Magomedov,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Blue,False,Lightweight,MALE,3,0,54.5,0.51,0.5,0.0,0.0,0,6,0,0,0,2,0,0,0,2,Orthodox,175.26,177.8,155,0,65.0,0.52,0.33,2.0,0.83,0,9,0,0,0,2,0,1,0,3,Orthodox,180.34,185.42,155,28,30,0,-1,-1,-1,0,-3,0,0,-1,-5.08,-7.62,-2,-10.5,0.17,-2.0,neither,KO/TKO,Punches,3.0,4:57,897.0,0
Erick Silva,Mike Rhodes,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Red,False,Welterweight,MALE,3,0,49.0,0.4,0.5,1.0,0.25,2,6,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,0,14.0,0.56,0.75,0.25,0.08,4,13,0,0,0,0,2,2,0,4,Orthodox,182.88,187.96,170,30,25,-1,0,-1,-4,2,-7,0,-2,-2,2.54,0.0,5,35.0,-0.25,0.75,neither,SUB,Arm Triangle,1.0,1:15,75.0,0
Daniel Sarafian,Antonio Dos Santos,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Red,False,Middleweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,0,17.5,0.62,0.5,0.25,0.25,3,8,0,0,0,0,0,1,0,1,Orthodox,175.26,185.42,185,32,26,2,0,-1,-1,3,-8,0,0,-1,2.54,-2.54,6,-17.5,-0.5,-0.25,neither,KO/TKO,blank,2.0,1:01,361.0,0
Marcos Rogerio de Lima,Igor Pokrajac,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Red,False,Light Heavyweight,MALE,3,0,21.27,0.48,0.18,0.64,0.22,7,24,0,0,0,1,2,1,0,4,Orthodox,182.88,193.04,205,0,7.0,0.7,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,190.5,253,29,35,-4,-1,2,3,-7,23,0,1,1,-2.54,2.54,-6,14.27,0.18,0.64,neither,KO/TKO,Punches,1.0,1:59,119.0,48
Tom Niinimaki,Renato Moicano,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Blue,False,Featherweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,0,8.33,0.5,0.33,2.0,0.31,2,5,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,145,32,25,2,0,-1,-1,2,-5,0,0,0,5.08,7.62,7,-8.33,-0.33,-2.0,neither,SUB,Rear Naked Choke,2.0,3:30,510.0,0
Darren Elkins,Hacran Dias,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Blue,False,Featherweight,MALE,3,0,30.0,0.43,0.33,2.67,0.41,2,9,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,155,0,28.82,0.25,1.27,1.27,0.31,3,25,0,0,1,5,2,0,0,8,Orthodox,177.8,180.34,145,30,30,-2,-1,-4,-7,1,-16,0,-2,0,-5.08,-5.08,0,1.18,-0.94,1.39,Red,U-DEC,blank,3.0,5:00,900.0,-10
Leandro Issa,Ulka Sasaki,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Red,False,Bantamweight,MALE,3,0,5.0,0.62,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,Southpaw,177.8,180.34,125,0,30.5,0.31,2.0,2.0,0.23,1,5,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,135,31,25,0,0,0,0,1,-4,0,0,0,7.62,5.08,6,-25.5,-1.0,-2.0,neither,DQ,blank,1.0,5:00,300.0,10
Marcio Alexandre Junior,Tim Means,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Blue,False,Welterweight,MALE,3,0,50.83,0.44,0.17,0.67,0.17,3,16,0,0,0,2,1,0,0,3,Orthodox,187.96,190.5,170,0,8.0,0.38,0.0,0.0,0.0,1,3,1,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,25,30,1,1,2,3,-2,13,-1,1,0,5.08,0.0,-5,42.83,0.17,0.67,neither,S-DEC,blank,3.0,5:00,900.0,15
Vitor Miranda,Jake Collier,12/20/2014,"Barueri, Sao Paulo, Brazil",Brazil,Red,False,Middleweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,0,21.0,0.44,0.0,0.0,0.0,1,3,1,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,35,26,1,0,0,0,1,-3,-1,0,0,5.08,2.54,9,-21.0,0.0,0.0,neither,KO/TKO,Kick,1.0,4:59,299.0,-20
Junior Dos Santos,Stipe Miocic,12/13/2014,"Phoenix, Arizona, USA",USA,Red,False,Heavyweight,MALE,5,0,47.57,0.48,0.0,1.29,0.43,1,15,0,0,0,3,3,0,0,6,Orthodox,193.04,203.2,240,0,48.75,0.52,0.08,0.33,0.21,2,29,4,0,0,2,8,0,0,10,Orthodox,193.04,195.58,238,30,32,1,3,-6,-4,1,-14,-4,-5,0,0.0,7.62,-2,-1.18,-0.08,0.95,Red,U-DEC,blank,5.0,5:00,1500.0,-2
Rafael Dos Anjos,Nate Diaz,12/13/2014,"Phoenix, Arizona, USA",USA,Red,False,Lightweight,MALE,3,0,42.16,0.43,1.21,0.79,0.34,7,44,2,0,1,1,2,8,0,12,Southpaw,182.88,193.04,170,0,30.44,0.4,0.75,1.75,0.3,5,40,0,0,0,6,3,2,0,11,Southpaw,172.72,177.8,170,30,29,0,-1,0,1,-2,4,2,-1,6,10.16,15.24,1,11.72,0.46,-0.96,Red,U-DEC,blank,3.0,5:00,900.0,0
Alistair Overeem,Stefan Struve,12/13/2014,"Phoenix, Arizona, USA",USA,Red,False,Heavyweight,MALE,3,0,20.23,0.43,1.46,0.23,0.23,4,22,0,1,0,0,4,4,0,9,Orthodox,210.82,213.36,265,0,38.6,0.78,0.0,0.2,0.2,3,9,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,265,34,26,0,0,3,7,-1,13,0,3,4,17.78,10.16,8,-18.37,1.46,0.03,Red,KO/TKO,Punch,1.0,4:13,253.0,0
Gabriel Gonzaga,Matt Mitrione,12/13/2014,"Phoenix, Arizona, USA",USA,Blue,False,Heavyweight,MALE,3,0,24.18,0.54,0.36,0.0,0.0,3,18,0,0,0,1,7,0,0,8,Switch,190.5,200.66,265,0,13.5,0.56,0.56,1.06,0.46,7,29,1,0,0,0,7,4,0,11,Orthodox,187.96,193.04,242,35,36,1,2,1,-3,4,-11,-1,0,-4,2.54,7.62,-1,10.68,-0.19,-1.06,Red,KO/TKO,Punch,1.0,1:59,119.0,-23
Claudia Gadelha,Joanna Jedrzejczyk,12/13/2014,"Phoenix, Arizona, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,46.0,0.27,0.0,0.0,0.0,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,125,0,70.0,0.42,2.0,5.0,0.83,0,3,0,0,0,1,0,0,0,1,Orthodox,162.56,160.02,115,26,27,0,0,0,0,0,0,0,0,0,5.08,5.08,-1,-24.0,-2.0,-5.0,neither,S-DEC,blank,3.0,5:00,900.0,-10
John Moraga,Willie Gates,12/13/2014,"Phoenix, Arizona, USA",USA,Red,False,Flyweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,125,0,24.5,0.37,0.83,0.5,0.2,2,16,1,0,1,0,1,2,0,4,Orthodox,167.64,167.64,125,30,27,0,-1,-2,-4,2,-16,-1,-1,-2,5.08,10.16,3,-24.5,-0.83,-0.5,Red,SUB,Rear Naked Choke,3.0,4:06,846.0,0
Joe Riggs,Ben Saunders,12/13/2014,"Phoenix, Arizona, USA",USA,Blue,False,Welterweight,MALE,3,0,23.88,0.65,1.12,0.12,0.12,3,16,0,0,0,1,2,2,0,5,Orthodox,187.96,195.58,170,0,13.38,0.41,0.25,1.0,0.5,4,12,0,0,0,1,1,1,1,4,Southpaw,182.88,177.8,185,32,31,1,1,2,1,1,4,0,0,1,5.08,17.78,1,10.5,0.88,-0.88,neither,SUB,Injury,1.0,0:57,57.0,15
Jamie Varner,Drew Dober,12/13/2014,"Phoenix, Arizona, USA",USA,Blue,False,Lightweight,MALE,3,0,55.0,0.32,0.0,0.0,0.0,2,6,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,155,0,29.88,0.39,0.75,2.88,0.64,5,17,0,0,1,0,1,1,0,3,Orthodox,172.72,182.88,155,30,26,1,0,-2,-3,3,-11,0,-1,-1,0.0,-5.08,4,25.12,-0.75,-2.88,neither,SUB,Rear Naked Choke,1.0,1:52,112.0,0
Joe Ellenberger,Bryan Barberena,12/13/2014,"Phoenix, Arizona, USA",USA,Blue,False,Lightweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,182.88,170,0,22.0,0.59,2.0,3.0,0.3,0,3,0,0,1,0,0,0,0,1,Orthodox,175.26,182.88,155,29,25,0,-1,-1,-1,0,-3,0,0,0,7.62,0.0,4,-22.0,-2.0,-3.0,neither,KO/TKO,Punches,3.0,3:24,804.0,-15
David Michaud,Garett Whiteley,12/13/2014,"Phoenix, Arizona, USA",USA,Red,False,Lightweight,MALE,3,0,25.5,0.43,1.0,0.0,0.0,2,4,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,0,41.0,0.33,2.0,3.0,0.37,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,26,33,-1,0,0,0,-1,1,0,0,0,7.62,0.0,-7,-15.5,-1.0,-3.0,neither,U-DEC,blank,3.0,5:00,900.0,0
Henry Cejudo,Dustin Kimura,12/13/2014,"Phoenix, Arizona, USA",USA,Red,False,Bantamweight,MALE,3,0,9.75,0.24,1.75,0.75,0.12,2,8,0,0,0,0,0,2,0,2,Orthodox,170.18,180.34,135,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,135,27,25,-1,0,1,2,-2,8,0,0,2,7.62,17.78,2,9.75,1.75,0.75,neither,U-DEC,blank,3.0,5:00,900.0,0
Anthony Birchak,Ian Entwistle,12/13/2014,"Phoenix, Arizona, USA",USA,Blue,False,Bantamweight,MALE,3,0,1.0,0.11,3.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,135,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,28,28,-1,0,0,0,-1,1,0,0,0,-7.62,-12.7,0,1.0,3.0,0.0,neither,SUB,Heel Hook,1.0,1:04,64.0,0
Carla Esparza,Rose Namajunas,12/12/2014,"Las Vegas, Nevada, USA",USA,Red,True,Women's Strawweight,FEMALE,5,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,160.02,115,27,22,0,0,0,0,0,0,0,0,0,10.16,5.08,5,0.0,0.0,0.0,neither,SUB,Rear Naked Choke,3.0,1:26,686.0,0
Jeremy Stephens,Charles Oliveira,12/12/2014,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,20.27,0.5,1.27,1.09,0.34,5,20,0,0,0,0,0,6,0,6,Orthodox,177.8,187.96,155,0,32.63,0.46,0.47,1.42,0.37,9,50,0,0,1,4,4,0,1,10,Orthodox,172.72,180.34,145,28,25,1,2,-1,-4,4,-30,0,-5,6,5.08,7.62,3,-12.36,0.8,-0.33,Red,U-DEC,blank,3.0,5:00,900.0,-10
Joe Proctor,Yancy Medeiros,12/12/2014,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,16.75,0.36,0.5,0.0,0.0,3,5,0,0,0,0,0,1,0,1,Orthodox,177.8,190.5,155,0,30.75,0.33,1.25,0.0,0.0,1,9,0,0,0,1,2,0,0,3,Orthodox,177.8,182.88,155,29,27,0,-1,-1,-2,-2,-4,0,-2,1,0.0,7.62,2,-14.0,-0.75,0.0,neither,SUB,Guillotine Choke,1.0,4:37,277.0,0
Jessica Penne,Randa Markos,12/12/2014,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,115,31,29,0,0,0,0,0,0,0,0,0,-2.54,-10.16,2,0.0,0.0,0.0,neither,S-DEC,blank,3.0,5:00,900.0,0
Felice Herrig,Lisa Ellis,12/12/2014,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,157.48,115,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,115,30,32,0,0,0,0,0,0,0,0,0,0.0,-7.62,-2,0.0,0.0,0.0,neither,SUB,Armbar,2.0,3:05,485.0,0
Bec Rawlings,Heather Jo Clark,12/12/2014,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,162.56,115,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,162.56,125,25,34,0,0,0,0,0,0,0,0,0,0.0,0.0,-9,0.0,0.0,0.0,neither,DQ,blank,1.0,5:00,300.0,10
Joanne Calderwood,Seohee Ham,12/12/2014,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Southpaw,157.48,157.48,115,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,125,28,27,0,0,0,0,0,0,0,0,0,-10.16,-7.62,1,0.0,0.0,0.0,neither,DQ,blank,1.0,5:00,300.0,10
Tecia Torres,Angela Magana,12/12/2014,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,165.1,115,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,152.4,115,25,31,0,0,0,0,0,0,0,0,0,0.0,12.7,-6,0.0,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0,0
Aisling Daly,Alex Chambers,12/12/2014,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Switch,160.02,160.02,115,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Switch,157.48,162.56,115,26,36,0,0,0,0,0,0,0,0,0,2.54,-2.54,-10,0.0,0.0,0.0,neither,SUB,Armbar,1.0,4:53,293.0,0
Emily Peters Kagan,Angela Hill,12/12/2014,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,115,33,29,0,0,0,0,0,0,0,0,0,0.0,-5.08,4,0.0,0.0,0.0,neither,DQ,blank,1.0,5:00,300.0,0
Johny Hendricks,Robbie Lawler,12/6/2014,"Las Vegas, Nevada, USA",USA,Blue,True,Welterweight,MALE,5,0,41.54,0.44,0.0,1.23,0.5,4,33,1,0,1,3,5,0,0,9,Southpaw,180.34,187.96,170,0,42.69,0.55,0.38,3.08,0.3,2,34,2,1,2,3,5,0,0,11,Southpaw,175.26,175.26,185,31,32,0,1,-3,-2,-2,-1,-1,0,0,5.08,12.7,-1,-1.15,-0.38,-1.85,Red,S-DEC,blank,5.0,5:00,1500.0,15
Anthony Pettis,Gilbert Melendez,12/6/2014,"Las Vegas, Nevada, USA",USA,Red,True,Lightweight,MALE,5,0,69.5,0.3,0.0,1.0,1.0,1,8,1,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145,0,14.2,0.47,0.4,1.2,0.13,1,9,1,0,1,0,2,1,0,4,Orthodox,177.8,182.88,170,27,32,0,-3,-3,-3,0,-1,0,-2,-1,-2.54,2.54,-5,55.3,-0.4,-0.2,Red,SUB,Guillotine Choke,2.0,1:53,413.0,25
Travis Browne,Brendan Schaub,12/6/2014,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,22.2,0.47,0.2,1.1,0.23,4,18,1,0,0,2,3,1,0,6,Orthodox,193.04,198.12,245,0,21.0,0.5,0.2,0.7,0.32,3,18,0,0,0,1,5,1,0,7,Orthodox,198.12,200.66,255,32,31,0,0,1,-1,-1,0,1,-2,0,-5.08,-2.54,1,1.2,0.0,0.4,Red,KO/TKO,Punches,1.0,4:50,290.0,10
